Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS
Dell,Gaming,16,3.49,526207.266,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
HP,Notebook,4,1.86,114565.91140799999,0,0,100.45466986113651,Intel Core i5,500,0,0,0,AMD,Windows
Dell,Notebook,4,2.2,102047.27457599997,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,AMD,Windows
HP,Notebook,6,2.65,106410.28319999999,0,1,127.33567457123111,AMD Processor,2048,0,0,0,AMD,Windows
Lenovo,Notebook,4,2.1,59470.0704,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
Acer,Notebook,4,1.45,70129.8,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
Lenovo,Notebook,4,1.7,130721.9472,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,Workstation,8,3.14,356818.552272,0,0,127.33567457123111,Intel Core i7,500,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,484363.1519999999,1,0,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows
Toshiba,Notebook,8,1.5,181963.4544,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Acer,Netbook,4,1.4,50306.443199999994,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,327085.3872,1,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,125111.56319999999,1,0,176.23257360658386,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,1.36,351023.0256,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
HP,Notebook,4,2.1,128851.81919999998,0,1,141.21199808219862,Intel Core i7,500,0,0,0,AMD,Windows
Dell,Gaming,8,2.56,153163.4832,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,74618.1072,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows
Lenovo,Notebook,8,2.2,80228.49119999999,0,0,100.45466986113651,AMD Processor,1024,0,0,0,AMD,Windows
Lenovo,Notebook,4,2.1,116219.10455999999,0,0,141.21199808219862,Intel Core i5,2048,0,0,0,Intel,Windows
Lenovo,Notebook,4,1.9,84155.76,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.18,148675.17599999998,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,186825.7872,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Workstation,16,2.18,346908.74399999995,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Notebook,8,1.8,222732.2448,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,6,2.71,122495.25412799997,0,1,127.33567457123111,AMD Processor,2048,0,0,0,AMD,Windows
Lenovo,Gaming,8,2.5,233578.9872,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,1.64,203656.9392,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,8,1.98,135771.2928,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux
Asus,Notebook,4,1.5,55729.814399999996,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows
Dell,Notebook,16,1.93,266803.681248,0,0,141.21199808219862,Intel Core i5,0,512,0,0,Intel,Windows
Lenovo,Notebook,8,1.87,160283.060496,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows
Dell,Notebook,8,1.9,220488.0912,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.19,55729.814399999996,0,0,100.45466986113651,AMD Processor,500,0,0,0,AMD,Windows
Mediacom,Notebook,4,1.4,49558.392,0,1,161.72539083525606,Other Intel Processor,32,0,0,0,Intel,Windows
HP,Notebook,8,2.63,224415.36,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,315423.26899199997,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
HP,2 in 1 Convertible,8,1.58,156454.90848,1,1,117.82653006268643,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.32,280332.1872,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Gaming,32,4.36,684354.6403199999,0,0,254.67134914246222,Intel Core i7,1024,1024,0,0,Nvidia,Windows
MSI,Gaming,8,2.7,252183.020544,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Lenovo,Notebook,4,1.9,91617.57071999999,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.2,134462.2032,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,121371.3072,1,0,165.6321180513006,Intel Core i3,1024,0,0,0,Intel,Windows
Dell,Notebook,8,2.32,110247.78585599999,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,AMD,Others/No OS/Linux
HP,Notebook,4,2.1,91449.25919999999,0,0,141.21199808219862,AMD Processor,1024,0,0,0,AMD,Windows
Acer,Gaming,16,4.2,361869.768,0,1,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,12,2.25,121371.3072,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
HP,Notebook,6,2.1,121558.31999999999,0,0,141.21199808219862,AMD Processor,1024,128,0,0,AMD,Windows
Acer,Notebook,4,2.4,104540.1552,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
Lenovo,Notebook,8,1.44,179532.288,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,1.85,145682.9712,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows
HP,Workstation,16,2.6,452383.9632,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,123241.43519999998,1,0,165.6321180513006,Intel Core i5,1024,0,0,0,Intel,Windows
MSI,Gaming,16,1.8,391694.569344,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Acer,Notebook,4,2.4,76824.85823999999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Dell,Notebook,8,2.0,225724.4496,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,2.0,124363.51199999999,0,0,100.45466986113651,Intel Core i3,0,256,0,0,Intel,Windows
Toshiba,Notebook,8,1.25,287064.648,1,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,186825.7872,1,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Workstation,16,2.5,616955.2272,0,1,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows
Acer,Notebook,2,1.68,61714.22399999999,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,0.81,308384.10719999997,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,8,1.86,100799.89919999999,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Intel,Windows
Dell,Notebook,8,1.6,210709.191888,0,0,111.93520355955211,Intel Core i5,0,256,0,0,Intel,Windows
HP,Workstation,16,3.0,820799.1792,0,1,127.33567457123111,Other Intel Processor,0,256,0,0,Nvidia,Windows
Lenovo,Netbook,4,1.4,88831.08,1,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows
HP,Notebook,8,1.84,355324.32,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,4,2.45,108280.41119999999,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux
Lenovo,Ultrabook,4,1.7,204966.02879999997,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows
Asus,Notebook,4,2.37,158942.17872,0,0,100.45466986113651,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,224228.3472,1,1,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,8,2.2,205527.0672,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Workstation,8,2.59,291926.98079999996,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Gaming,16,4.42,536537.853072,0,1,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows
Acer,Notebook,4,2.1,112020.6672,0,0,100.45466986113651,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Gaming,8,2.5,195989.4144,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Ultrabook,16,1.18,347656.7952,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows
Google,Ultrabook,8,1.1,291552.95519999997,1,0,234.50740003017813,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.2,211137.4512,0,1,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,4,1.65,158773.8672,0,0,117.82653006268643,Intel Core i3,500,0,0,0,Intel,Windows
Acer,Notebook,4,1.6,122493.38399999999,0,0,117.82653006268643,Intel Core i5,0,128,0,0,Intel,Windows
Asus,Notebook,4,2.8,87959.60035199998,0,0,90.58340172449303,Other Intel Processor,1024,0,0,0,Nvidia,Windows
Dell,Gaming,16,2.72,205527.0672,1,1,282.42399616439724,Intel Core i7,1024,128,0,0,Nvidia,Windows
Samsung,Ultrabook,8,1.31,299033.4672,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Acer,Notebook,4,2.1,55729.814399999996,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,16,2.3,220912.61025599999,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,336436.0272,1,0,146.86047800548656,Intel Core i7,0,256,0,0,AMD,Windows
Toshiba,Notebook,4,1.75,190753.05599999998,0,1,111.93520355955211,Intel Core i5,0,128,0,0,Intel,Windows
Dell,Gaming,8,2.62,205527.0672,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,232643.92319999996,0,0,125.36742798669837,Intel Core i5,0,256,0,0,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,156903.73919999998,1,0,141.21199808219862,Intel Core i7,2048,0,0,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,443220.336,0,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows
Acer,Notebook,4,1.8,118940.1408,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows
Razer,Gaming,16,1.95,542150.1072,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows
Asus,Notebook,8,2.0,108822.74832,0,0,141.21199808219862,Other Intel Processor,0,128,0,0,Intel,Windows
Dell,Gaming,32,4.42,671151.53664,0,1,127.33567457123111,Intel Core i7,1024,1024,0,0,Nvidia,Windows
Asus,Gaming,16,4.3,439480.07999999996,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,329890.5792,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,61527.21119999999,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,16,1.7,429942.4272,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
MSI,Gaming,16,1.6,353641.20479999995,0,1,157.3505121487356,Intel Core i7,1024,256,0,0,Nvidia,Windows
MSI,Gaming,8,2.2,203656.9392,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
Lenovo,Gaming,4,2.4,186825.7872,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Acer,Gaming,16,4.2,429942.4272,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Dell,Gaming,8,2.62,184207.608,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Asus,Gaming,8,2.24,250410.13919999998,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Vero,Notebook,4,1.22,37944.89712,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,368415.216,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,179345.27519999997,1,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows
Apple,Ultrabook,8,0.92,217869.91199999998,0,1,226.41554716935852,Other Intel Processor,0,0,0,512,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,435739.82399999996,1,1,209.8006828649808,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,4,1.63,55916.82719999999,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Dell,Notebook,8,1.95,151480.368,0,0,100.45466986113651,Intel Core i5,0,128,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,252280.2672,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.0,138202.45919999998,0,0,141.21199808219862,Intel Core i3,0,256,0,0,AMD,Windows
HP,Workstation,8,3.14,386162.73072,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Asus,Notebook,8,2.37,205527.0672,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Ultrabook,8,1.29,280332.1872,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.06,327085.3872,1,0,282.42399616439724,Intel Core i5,0,256,0,0,Nvidia,Windows
Dell,Netbook,4,1.63,139137.5232,0,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows
HP,Netbook,8,1.26,259760.7792,0,0,125.36742798669837,Intel Core i5,0,256,0,0,Intel,Windows
Toshiba,Notebook,4,2.1,145869.984,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
HP,Notebook,8,2.04,117631.05119999997,0,0,100.45466986113651,AMD Processor,2048,0,0,0,AMD,Windows
Dell,Gaming,16,2.62,313994.4912,0,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.4,113890.7952,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows
HP,Gaming,12,3.74,327085.3872,0,1,127.33567457123111,Intel Core i7,1024,0,0,0,AMD,Windows
MSI,Gaming,16,2.9,451635.91199999995,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
Samsung,Ultrabook,8,0.81,280332.1872,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,8,1.98,179719.3008,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Dell,Notebook,8,2.18,147704.579568,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows
Lenovo,Ultrabook,8,1.32,347656.7952,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
Razer,Ultrabook,16,1.29,336436.0272,1,1,352.4651472131677,Intel Core i7,0,512,0,0,Intel,Windows
HP,Netbook,4,1.23,71999.928,0,0,135.0942111925629,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
Dell,Gaming,16,4.36,468470.804256,0,1,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,4,1.76,141194.664,0,0,111.93520355955211,Intel Core i5,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.1,91617.57071999999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Toshiba,Ultrabook,4,1.25,203843.952,0,0,111.93520355955211,Intel Core i5,0,128,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,467344.9872,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
MSI,Gaming,8,2.4,224228.3472,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,350649.0,0,1,157.3505121487356,Intel Core i5,0,0,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,93319.3872,0,0,111.93520355955211,Other Intel Processor,0,128,0,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,253963.38239999994,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,4,1.76,109402.488,0,0,111.93520355955211,Intel Core i3,500,0,0,0,Intel,Windows
Acer,Netbook,4,1.35,66389.544,0,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
Acer,Notebook,8,1.5,115760.92319999999,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows
Razer,Gaming,32,3.49,1028383.3871999999,1,0,254.67134914246222,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,392539.8672,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Notebook,4,2.1,97059.64319999999,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,8,1.7,221797.1808,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,8,1.32,308571.12,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Gaming,16,3.21,518891.3252639999,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Asus,Gaming,16,2.9,452383.9632,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Toshiba,Notebook,4,2.0,125111.56319999999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,1.5,60779.159999999996,0,0,111.93520355955211,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
Asus,Notebook,8,2.3,110337.552,0,0,141.21199808219862,Intel Core i5,128,0,0,0,Intel,Windows
Asus,Gaming,16,2.73,336436.0272,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
Dell,Gaming,32,4.42,574669.7629919999,0,1,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
HP,Notebook,8,2.63,170181.648,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows
Dell,Notebook,8,2.18,133525.269072,0,0,100.45466986113651,Intel Core i5,0,128,0,0,Intel,Windows
HP,Ultrabook,8,1.54,349713.936,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Dell,Notebook,4,2.18,138202.45919999998,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows
HP,2 in 1 Convertible,4,1.4,115012.87199999999,1,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.45,191875.1328,0,1,165.6321180513006,Intel Core i5,0,512,0,0,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,425828.1456,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
HP,Ultrabook,8,1.54,274534.79039999994,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
HP,Notebook,4,1.86,55916.82719999999,0,0,100.45466986113651,Other Intel Processor,0,128,0,0,Intel,Others/No OS/Linux
Asus,Gaming,16,2.1,355137.3072,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,2.83,161766.072,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,AMD,Others/No OS/Linux
Lenovo,Ultrabook,8,1.96,355885.35839999997,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows
Asus,Notebook,8,2.3,147179.0736,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Notebook,8,1.9,176727.096,0,0,141.21199808219862,Intel Core i5,0,128,0,0,Intel,Windows
Asus,Notebook,4,2.0,83968.7472,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Windows
HP,2 in 1 Convertible,8,1.28,478565.75519999996,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,8,1.62,121371.3072,1,0,165.6321180513006,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,87709.00319999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,159084.308448,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
HP,Notebook,8,1.84,252280.2672,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows
Toshiba,Notebook,4,1.05,240311.448,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows
Lenovo,Gaming,8,2.5,190192.0176,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,16,1.29,418908.67199999996,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows
HP,Notebook,4,2.07,170181.648,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,204779.01599999997,0,0,117.82653006268643,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,364674.95999999996,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Acer,Notebook,8,1.56,168685.54559999998,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Workstation,8,2.23,332508.7584,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.38,197298.504,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,89579.13119999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux
Toshiba,Notebook,8,2.0,259573.7664,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,1.44,137454.408,0,1,165.6321180513006,Intel Core i3,0,180,0,0,Intel,Windows
Samsung,Ultrabook,16,1.23,345786.66719999997,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Ultrabook,8,1.6,316051.632,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows
Asus,Notebook,4,2.0,74616.237072,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
Xiaomi,Ultrabook,8,1.28,174856.968,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,170649.18,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Notebook,4,2.04,156903.73919999998,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,317921.76,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
HP,2 in 1 Convertible,4,2.3,128066.36543999997,1,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
Asus,Notebook,4,1.65,65080.454399999995,0,0,111.1413368676404,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,Notebook,8,2.2,125111.56319999999,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Dell,Notebook,4,2.2,69007.7232,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,336436.0272,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,4,2.18,85221.73296,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux
Asus,Gaming,12,2.2,256188.83471999998,0,0,127.33567457123111,Intel Core i5,1024,128,0,0,Nvidia,Windows
Acer,Netbook,4,1.25,55542.8016,0,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
Lenovo,Notebook,4,2.8,70877.85119999999,0,0,106.11306214269258,AMD Processor,500,0,0,0,AMD,Windows
HP,Notebook,4,1.95,236571.19199999998,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows
HP,2 in 1 Convertible,16,1.42,261630.9072,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows
Samsung,Ultrabook,8,1.17,317734.7472,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.32,336436.0272,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
MSI,Gaming,16,2.43,495396.90719999996,0,1,254.67134914246222,Intel Core i7,2048,512,0,0,Nvidia,Windows
Toshiba,Notebook,8,1.05,275843.88,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Gaming,8,2.62,173734.8912,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,168311.52,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,114825.85919999999,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,AMD,Windows
Dell,Notebook,8,1.9,174856.968,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,376475.46767999994,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Gaming,32,3.58,239189.37119999997,0,1,127.33567457123111,Intel Core i7,0,512,0,0,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,308384.10719999997,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,383189.22719999996,0,1,157.3505121487356,Intel Core i7,0,0,0,256,Intel,Windows
Lenovo,Notebook,8,1.95,367104.25627199997,0,1,141.21199808219862,Intel Core i5,0,512,0,0,Intel,Windows
LG,Ultrabook,16,1.08,392539.8672,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows
HP,Netbook,8,1.26,277339.9824,0,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows
Acer,Notebook,4,2.2,67137.5952,0,1,141.21199808219862,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.6,147553.0992,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
LG,Ultrabook,8,0.98,355137.3072,1,1,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Dell,Notebook,8,1.6,225350.424,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,Ultrabook,8,1.09,579739.6799999999,1,0,352.4651472131677,Other Intel Processor,0,240,0,0,Intel,Windows
Lenovo,Notebook,6,2.2,147553.0992,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
