Company,TypeName,Ram,OpSys,Weight,CPU,GPU,TouchScreen,IPS,HDD,SSD,PPI
HP,2 in 1 Convertible,4,Windows,2.3,Intel Core i5,Intel,1,0,0,,100.45466986113651
Asus,Notebook,4,Windows,1.65,Other Intel Processor,Intel,0,0,,,111.1413368676404
Lenovo,Notebook,8,Windows,2.2,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Dell,Notebook,4,Windows,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
HP,2 in 1 Convertible,4,Windows,1.28,Intel Core i5,Intel,1,0,,256,165.6321180513006
Dell,Notebook,4,Other,2.18,Intel Core i3,AMD,0,0,,,100.45466986113651
Asus,Gaming,12,Windows,2.2,Intel Core i5,Nvidia,0,0,,128,127.33567457123111
Acer,Netbook,4,Other,1.25,Other Intel Processor,Intel,0,1,,,135.0942111925629
Lenovo,Notebook,4,Windows,2.8,AMD,AMD,0,0,0,,106.11306214269258
HP,Notebook,4,Windows,1.95,Intel Core i5,Intel,0,0,,128,157.3505121487356
HP,2 in 1 Convertible,16,Windows,1.42,Intel Core i7,Intel,1,0,,256,276.053530085501
Samsung,Ultrabook,8,Windows,1.17,Intel Core i7,Intel,0,0,,256,146.86047800548656
Lenovo,Ultrabook,8,Windows,1.32,Intel Core i5,Intel,0,1,,256,157.3505121487356
MSI,Gaming,16,Windows,2.43,Intel Core i7,Nvidia,0,1,,512,254.67134914246222
Toshiba,Notebook,8,Windows,1.05,Intel Core i5,Intel,0,0,,256,165.6321180513006
Dell,Gaming,8,Other,2.62,Intel Core i7,Nvidia,0,0,,,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,4,Windows,2.18,Intel Core i3,AMD,0,0,,,100.45466986113651
Dell,Notebook,8,Windows,1.9,Intel Core i5,Intel,0,0,0,,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,1.24,Intel Core i7,Intel,1,0,,512,276.053530085501
Asus,Gaming,32,Windows,3.58,Intel Core i7,Nvidia,0,1,,256256,127.33567457123111
Dell,2 in 1 Convertible,16,Windows,1.22,Intel Core i7,Intel,1,0,,256,165.6321180513006
Lenovo,Ultrabook,8,Windows,1.13,Intel Core i7,Intel,0,1,,,157.3505121487356
Lenovo,Notebook,8,Windows,1.95,Intel Core i5,Intel,0,1,,512,141.21199808219862
LG,Ultrabook,16,Windows,1.08,Intel Core i7,Intel,1,1,,512,141.21199808219862
HP,Netbook,8,Windows,1.26,Intel Core i7,Intel,0,0,,512,176.23257360658386
Acer,Notebook,4,Other,2.2,Other Intel Processor,Intel,0,1,,,141.21199808219862
Lenovo,Notebook,8,Windows,2.6,Intel Core i5,Nvidia,0,1,,128,141.21199808219862
LG,Ultrabook,8,Windows,0.98,Intel Core i7,Intel,1,1,,512,157.3505121487356
Dell,Notebook,8,Windows,1.6,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Ultrabook,8,Windows,1.09,Other Intel Processor,Intel,1,0,,2,352.4651472131677
Lenovo,Notebook,6,Windows,2.2,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i3,Intel,0,0,,,141.21199808219862
Lenovo,Notebook,4,Windows,1.44,Intel Core i5,Intel,0,0,,128,165.6321180513006
HP,Notebook,8,Windows,1.49,Intel Core i5,Intel,0,0,,256,165.6321180513006
MSI,Gaming,16,Windows,2.7,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Dell,Gaming,16,Windows,2.6,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
MSI,Gaming,8,Windows,2.2,Intel Core i5,Nvidia,0,0,,128,141.21199808219862
Dell,Notebook,4,Windows,2.18,Intel Core i5,AMD,0,0,,,100.45466986113651
HP,Ultrabook,8,Windows,1.84,Intel Core i7,AMD,0,0,,256,141.21199808219862
HP,Ultrabook,8,Windows,1.39,Intel Core i7,Intel,1,0,,256,276.053530085501
Toshiba,Notebook,16,Windows,2.4,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i5,Intel,1,1,,512,165.6321180513006
Dell,Notebook,4,Windows,1.95,Intel Core i5,Intel,0,0,0,,100.45466986113651
Lenovo,Ultrabook,8,Windows,1.36,Intel Core i7,Intel,0,1,,256,176.23257360658386
HP,Notebook,8,Windows,2.31,Intel Core i5,Intel,0,0,,256,141.21199808219862
Dell,Notebook,4,Windows,2.18,Intel Core i5,Intel,0,0,,,100.45466986113651
HP,Notebook,4,Windows,1.95,Intel Core i5,Intel,0,0,0,,111.93520355955211
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,Intel,0,0,,,100.45466986113651
HP,Ultrabook,4,Windows,1.26,Intel Core i5,Intel,0,0,0,,176.23257360658386
HP,Notebook,4,Other,1.86,Other Intel Processor,Intel,0,0,,,100.45466986113651
Lenovo,2 in 1 Convertible,16,Windows,1.3,Intel Core i7,Intel,1,1,,,276.053530085501
Toshiba,Notebook,4,Windows,1.47,Intel Core i5,Intel,0,1,,128,157.3505121487356
HP,Netbook,8,Windows,1.26,Intel Core i5,Intel,0,0,,256,176.23257360658386
Dell,Notebook,4,Windows,2.18,Intel Core i3,Intel,0,0,,,100.45466986113651
MSI,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Dell,Ultrabook,8,Windows,1.36,Intel Core i5,Intel,0,0,,256,157.3505121487356
Dell,Gaming,16,Windows,4.36,Intel Core i7,Nvidia,0,0,,512,169.78089942830815
HP,Gaming,8,Windows,2.75,Intel Core i5,Nvidia,0,1,,128,127.33567457123111
Asus,Notebook,4,Windows,2.8,Other Intel Processor,Nvidia,0,0,,,106.11306214269258
Acer,Notebook,4,Windows,2.23,Intel Core i5,Intel,0,0,0,,100.45466986113651
Toshiba,Notebook,8,Windows,2.2,Intel Core i5,Intel,0,0,,256,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.1,Other Intel Processor,Intel,1,1,,256,194.94753717542463
Lenovo,Gaming,16,Windows,2.5,AMD,AMD,0,1,,512,141.21199808219862
Dell,Ultrabook,8,Windows,1.36,Intel Core i5,Intel,1,0,,256,176.23257360658386
Lenovo,Notebook,8,Other,2.2,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,4,Windows,2.36,Intel Core i3,AMD,0,0,,,106.11306214269258
Acer,Notebook,4,Other,1.68,Other Intel Processor,Intel,0,0,,,111.93520355955211
HP,Workstation,8,Windows,2.0,Intel Core i7,Nvidia,0,1,,8,141.21199808219862
Dell,Ultrabook,8,Windows,1.36,Intel Core i7,Intel,0,0,,256,157.3505121487356
Toshiba,Notebook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,165.6321180513006
Asus,2 in 1 Convertible,8,Other,1.2,Other Intel Processor,Intel,0,0,,,176.23257360658386
Lenovo,Ultrabook,8,Windows,1.7,Intel Core i7,Intel,0,1,,256,157.3505121487356
Dell,Gaming,16,Windows,4.36,Intel Core i7,Nvidia,0,1,,512,254.67134914246222
Dell,2 in 1 Convertible,8,Windows,1.24,Intel Core i5,Intel,1,0,,256,165.6321180513006
HP,2 in 1 Convertible,4,Windows,1.45,Other Intel Processor,Intel,1,0,,256,135.0942111925629
Dell,Ultrabook,8,Windows,1.3,Intel Core i7,Intel,0,0,,256,276.053530085501
Acer,2 in 1 Convertible,4,Other,1.25,Other Intel Processor,Intel,1,1,,,135.0942111925629
Toshiba,Notebook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,165.6321180513006
Lenovo,Ultrabook,8,Windows,1.36,Intel Core i5,Intel,0,1,,256,176.23257360658386
Acer,Notebook,12,Windows,2.4,Intel Core i5,Nvidia,0,0,,128,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.1,Intel Core i7,Intel,1,0,,512,176.23257360658386
HP,Notebook,8,Windows,2.04,Intel Core i5,Nvidia,0,0,,,100.45466986113651
Dell,Notebook,4,Other,2.25,Intel Core i3,AMD,0,0,,,100.45466986113651
Dell,Notebook,4,Windows,1.9,Intel Core i5,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Windows,2.04,Intel Core i3,Intel,0,0,0,,141.21199808219862
Dell,Gaming,32,Windows,4.42,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Lenovo,Notebook,6,Windows,2.4,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Dell,2 in 1 Convertible,16,Windows,1.22,Intel Core i7,Intel,1,0,,512,276.053530085501
Dell,Ultrabook,8,Windows,1.5,Intel Core i7,Intel,1,0,,256,209.8006828649808
Dell,Gaming,32,Windows,4.42,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Toshiba,Notebook,8,Windows,1.95,Intel Core i5,Intel,0,0,,256,157.3505121487356
Asus,Gaming,16,Windows,2.73,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
HP,Notebook,8,Windows,2.04,Intel Core i5,Nvidia,0,1,,128,141.21199808219862
Lenovo,Notebook,4,Windows,1.7,Intel Core i5,Intel,0,0,,,111.93520355955211
Asus,2 in 1 Convertible,16,Windows,2.3,Intel Core i7,Nvidia,1,0,,512,282.42399616439724
HP,Notebook,6,Windows,2.04,Intel Core i7,Intel,0,0,,,100.45466986113651
Asus,Gaming,16,Windows,2.99,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Dell,2 in 1 Convertible,12,Windows,2.19,Intel Core i7,Intel,1,1,,512,141.21199808219862
Toshiba,Notebook,4,Windows,1.2,Intel Core i5,Intel,0,0,,128,165.6321180513006
Lenovo,Notebook,6,Windows,2.2,AMD,AMD,0,0,,256,141.21199808219862
Fujitsu,Notebook,4,Windows,2.3,Intel Core i5,Intel,0,0,,256,100.45466986113651
Toshiba,Notebook,4,Windows,1.75,Intel Core i5,Intel,0,0,0,,111.93520355955211
Dell,Notebook,4,Windows,2.25,Intel Core i5,AMD,0,0,0,,100.45466986113651
HP,Notebook,8,Windows,2.04,Intel Core i5,Intel,0,0,,,141.21199808219862
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Dell,Notebook,8,Windows,2.36,Intel Core i7,AMD,0,0,,,100.45466986113651
Dell,Notebook,8,Windows,1.6,Intel Core i5,Intel,0,0,,128,157.3505121487356
HP,Netbook,8,Windows,0.97,Other Intel Processor,Intel,0,0,,512,176.23257360658386
HP,Notebook,4,Windows,2.1,Intel Core i3,AMD,0,0,,128,141.21199808219862
Lenovo,Notebook,4,Other,1.9,Other Intel Processor,Intel,0,0,,128,100.45466986113651
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,Intel,0,0,,256,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,1.68,Intel Core i5,Intel,1,0,,256,165.6321180513006
Asus,Notebook,8,Windows,1.4,Intel Core i5,Intel,0,0,,256,276.053530085501
HP,Ultrabook,8,Windows,1.11,Intel Core i7,Intel,1,1,,256,165.6321180513006
Acer,Notebook,4,Windows,2.4,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Asus,Gaming,16,Windows,2.5,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Ultrabook,8,Windows,1.48,Intel Core i7,Intel,0,0,,512,157.3505121487356
Acer,Gaming,8,Windows,2.7,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
HP,Notebook,8,Windows,1.34,Intel Core i5,Intel,0,1,,256,165.6321180513006
Dell,Notebook,4,Windows,2.18,Intel Core i3,Intel,0,0,,128,100.45466986113651
HP,Notebook,4,Windows,1.64,Intel Core i5,Intel,0,0,0,,111.93520355955211
Toshiba,Notebook,4,Windows,1.2,Intel Core i5,Intel,0,0,,128,165.6321180513006
HP,Notebook,4,Windows,1.48,Intel Core i5,Intel,0,0,,256,111.93520355955211
HP,Notebook,4,Windows,1.95,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Ultrabook,8,Windows,1.43,Intel Core i7,Intel,0,0,,256,157.3505121487356
HP,Notebook,8,Windows,1.64,Intel Core i5,Nvidia,0,0,,256,157.3505121487356
HP,Notebook,4,Windows,1.64,Intel Core i3,Intel,0,0,0,,111.93520355955211
Dell,Gaming,8,Windows,2.65,Intel Core i5,Nvidia,0,0,,,141.21199808219862
HP,Ultrabook,4,Windows,1.26,Intel Core i5,Intel,0,0,0,,176.23257360658386
HP,Notebook,4,Windows,1.48,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Ultrabook,8,Windows,1.54,Intel Core i7,Intel,0,0,,256,157.3505121487356
HP,Notebook,4,Windows,1.49,Intel Core i3,Intel,0,0,0,,117.82653006268643
Toshiba,Notebook,8,Windows,1.5,Intel Core i5,Intel,0,0,,256,117.82653006268643
HP,Notebook,4,Windows,2.04,Intel Core i3,Intel,0,0,,256,100.45466986113651
Lenovo,Notebook,16,Windows,2.4,Intel Core i7,Nvidia,0,1,,512,254.67134914246222
Toshiba,Notebook,8,Windows,1.47,Intel Core i5,Intel,0,1,,256,157.3505121487356
HP,Notebook,8,Windows,1.43,Intel Core i7,Intel,0,0,,256,157.3505121487356
Dell,2 in 1 Convertible,4,Windows,2.08,Intel Core i3,Intel,1,1,,,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,165.6321180513006
HP,Notebook,8,Windows,1.11,Intel Core i5,Intel,0,1,,256,165.6321180513006
HP,Notebook,8,Windows,1.64,Intel Core i7,Nvidia,0,0,,256,157.3505121487356
Dell,Notebook,8,Windows,2.09,Intel Core i5,Intel,0,0,0,,141.21199808219862
HP,Ultrabook,4,Windows,1.26,Intel Core i5,Intel,0,0,,256,125.36742798669837
HP,Notebook,4,Windows,2.31,Intel Core i5,Intel,0,0,0,,111.93520355955211
HP,Notebook,4,Windows,1.95,Intel Core i5,Intel,0,0,0,,111.93520355955211
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,Intel,1,0,,256,276.053530085501
HP,Notebook,8,Windows,2.63,Intel Core i5,Nvidia,0,0,,256,127.33567457123111
HP,Notebook,4,Windows,1.64,Intel Core i5,Intel,0,0,,256,111.93520355955211
Acer,Notebook,6,Windows,2.1,AMD,AMD,0,0,,,100.45466986113651
MSI,Gaming,8,Windows,2.7,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
HP,Notebook,8,Windows,1.95,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Notebook,8,Windows,1.84,Intel Core i7,Intel,0,0,,256,141.21199808219862
HP,Ultrabook,8,Windows,1.26,Intel Core i7,Intel,0,0,,256,176.23257360658386
HP,Notebook,4,Windows,2.04,Intel Core i5,Intel,0,0,0,,100.45466986113651
Toshiba,Ultrabook,8,Windows,1.47,Intel Core i7,Intel,0,1,,256,157.3505121487356
Dell,Notebook,8,Windows,2.09,Intel Core i5,Intel,0,0,,256,141.21199808219862
HP,Notebook,8,Windows,1.64,Intel Core i5,Intel,0,0,,256,157.3505121487356
Lenovo,2 in 1 Convertible,4,Windows,1.8,Intel Core i7,Intel,1,1,,256,141.21199808219862
Vero,Notebook,2,Windows,1.45,Other Intel Processor,Intel,0,0,,,111.93520355955211
Toshiba,Notebook,16,Windows,2.4,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,Intel,0,0,,256,141.21199808219862
HP,Notebook,4,Windows,1.54,Intel Core i5,Intel,0,0,0,,157.3505121487356
HP,Notebook,8,Windows,1.84,Intel Core i5,Intel,0,0,0,256,141.21199808219862
HP,Notebook,8,Windows,1.43,Intel Core i5,Intel,0,0,,256,157.3505121487356
MSI,Gaming,16,Windows,3.78,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Lenovo,Gaming,16,Windows,4.6,Intel Core i7,Nvidia,0,1,,128,127.33567457123111
Asus,Netbook,4,Other,1.2,Other Intel Processor,Intel,0,0,,,135.0942111925629
Lenovo,Notebook,16,Windows,1.1,Intel Core i7,Intel,0,1,,256,209.8006828649808
HP,Notebook,8,Windows,1.91,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,2.3,Intel Core i5,Intel,1,1,,256,141.21199808219862
HP,Notebook,4,Windows,2.04,Intel Core i5,Intel,0,0,,256,100.45466986113651
Dell,Ultrabook,16,Windows,1.2,Intel Core i7,Intel,1,0,,,276.053530085501
HP,Notebook,4,Windows,2.31,Intel Core i3,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Other,1.96,Intel Core i5,Intel,0,0,0,,100.45466986113651
Acer,Notebook,8,Windows,2.4,AMD,AMD,0,0,,,100.45466986113651
Dell,2 in 1 Convertible,12,Windows,1.6,Intel Core i7,Intel,1,1,,256,165.6321180513006
MSI,Gaming,16,Windows,2.94,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i7,Intel,0,0,,256,141.21199808219862
Asus,Gaming,16,Other,4.0,Intel Core i7,Nvidia,0,1,,,127.33567457123111
Dell,Notebook,4,Windows,2.25,Intel Core i5,Intel,0,0,,,141.21199808219862
Dell,Notebook,16,Windows,2.32,Intel Core i7,AMD,0,0,,,141.21199808219862
MSI,Gaming,16,Windows,1.8,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Dell,Ultrabook,8,Windows,1.29,Intel Core i7,Intel,0,0,,256,165.6321180513006
Asus,Gaming,64,Windows,3.58,Intel Core i7,Nvidia,0,1,,,127.33567457123111
Dell,2 in 1 Convertible,8,Windows,1.62,Intel Core i7,Intel,1,0,,256,165.6321180513006
Dell,Gaming,16,Windows,3.21,Intel Core i7,Nvidia,0,0,,256,282.42399616439724
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,Intel,0,1,,,226.41554716935852
Dell,Notebook,4,Windows,2.06,Intel Core i3,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Windows,2.31,Intel Core i5,Intel,0,0,0,,100.45466986113651
HP,Ultrabook,8,Windows,1.26,Intel Core i5,Intel,0,0,,256,176.23257360658386
HP,Notebook,8,Windows,1.49,Intel Core i7,Intel,0,0,,256,165.6321180513006
Lenovo,Ultrabook,8,Windows,1.3,Intel Core i7,Intel,1,1,,256,176.23257360658386
Lenovo,Notebook,8,Windows,3.0,Intel Core i5,AMD,0,0,,,106.11306214269258
Lenovo,Notebook,4,Windows,2.3,Intel Core i5,Nvidia,0,1,,,141.21199808219862
MSI,Gaming,16,Windows,3.78,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Lenovo,Notebook,4,Windows,2.1,Intel Core i5,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Windows,2.31,Intel Core i5,Intel,0,0,0,,141.21199808219862
Lenovo,Ultrabook,8,Windows,0.99,Other Intel Processor,Intel,1,1,,512,234.9767648087785
Lenovo,Gaming,32,Windows,4.6,Intel Core i7,Nvidia,0,1,,512,127.33567457123111
Lenovo,2 in 1 Convertible,4,Windows,0.69,Other Intel Processor,Intel,1,1,,,224.17380907857276
HP,Ultrabook,16,Windows,1.3,Intel Core i7,Intel,0,1,,512,331.2642361026012
Dell,Notebook,8,Windows,2.18,Intel Core i5,Intel,0,0,,256,141.21199808219862
HP,Notebook,4,Windows,1.54,Intel Core i5,Intel,0,0,0,,157.3505121487356
HP,Workstation,8,Windows,1.9,Intel Core i7,AMD,0,0,,256,141.21199808219862
Lenovo,Notebook,8,Windows,1.7,Intel Core i5,Intel,0,0,,1,157.3505121487356
HP,Notebook,4,Other,1.29,Other Intel Processor,Intel,0,0,,,276.053530085501
Acer,Notebook,4,Windows,2.4,AMD,AMD,0,0,0,,100.45466986113651
Dell,Notebook,4,Other,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Other,1.86,Intel Core i3,Intel,0,0,,,100.45466986113651
Asus,Gaming,8,Windows,2.7,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Dell,Ultrabook,4,Windows,1.4,Intel Core i5,AMD,0,1,,256,165.6321180513006
HP,Netbook,4,Windows,2.4,Intel Core i5,Intel,0,0,,128,125.36742798669837
Acer,Notebook,8,Windows,2.4,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Dell,Notebook,8,Windows,2.36,Intel Core i5,AMD,0,0,,,141.21199808219862
MSI,Gaming,8,Windows,2.6,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
HP,Notebook,4,Windows,1.96,Other Intel Processor,Intel,0,0,,,100.45466986113651
Asus,Gaming,16,Windows,4.3,Intel Core i7,Nvidia,0,1,,128,127.33567457123111
Dell,Ultrabook,4,Windows,1.5,Intel Core i3,Intel,0,0,0,,125.36742798669837
Dell,Ultrabook,4,Windows,1.5,Intel Core i3,Intel,0,0,,128,125.36742798669837
Acer,Notebook,4,Other,2.2,Other Intel Processor,Intel,0,0,,16,100.45466986113651
HP,Workstation,8,Windows,3.0,Intel Core i7,AMD,0,1,,,127.33567457123111
Lenovo,Gaming,16,Windows,2.4,Intel Core i7,Nvidia,0,0,,512,141.21199808219862
Dell,Ultrabook,8,Windows,1.5,Intel Core i5,Intel,0,0,,256,125.36742798669837
MSI,Gaming,8,Windows,2.9,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Lenovo,2 in 1 Convertible,4,Windows,2.1,Intel Core i5,Intel,1,1,,256,141.21199808219862
HP,Notebook,4,Windows,2.1,AMD,AMD,0,0,,,141.21199808219862
Asus,Gaming,16,Windows,2.59,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
HP,Notebook,8,Windows,1.16,Other Intel Processor,Intel,1,0,,256,276.053530085501
Dell,Notebook,4,Windows,2.24,Intel Core i5,AMD,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Windows,2.1,Intel Core i3,Intel,0,0,,128,100.45466986113651
HP,Ultrabook,8,Windows,1.16,Intel Core i7,Intel,0,0,,512,165.6321180513006
Lenovo,2 in 1 Convertible,4,Other,0.69,Other Intel Processor,Intel,1,1,,,224.17380907857276
Dell,Ultrabook,8,Windows,1.23,Intel Core i7,Intel,0,0,,256,165.6321180513006
Lenovo,Gaming,16,Windows,4.6,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Razer,Ultrabook,8,Windows,1.25,Intel Core i7,Intel,1,0,,256,352.4651472131677
Toshiba,Ultrabook,16,Windows,1.05,Intel Core i7,Intel,0,0,,512,165.6321180513006
Asus,Gaming,8,Windows,3.52,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Vero,Notebook,4,Windows,1.35,Other Intel Processor,Intel,0,0,,,165.6321180513006
HP,Notebook,8,Windows,1.16,Intel Core i5,Intel,0,0,,256,165.6321180513006
HP,Notebook,8,Windows,1.43,Intel Core i5,Intel,0,0,,256,157.3505121487356
Dell,Notebook,4,Other,2.09,Intel Core i5,Intel,0,0,0,,100.45466986113651
Asus,Notebook,4,Windows,2.0,Intel Core i3,Intel,0,0,,,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.8,Intel Core i7,Intel,1,1,,256,157.3505121487356
Lenovo,2 in 1 Convertible,4,Windows,0.69,Other Intel Processor,Intel,1,1,,,224.17380907857276
HP,Ultrabook,8,Windows,1.26,Intel Core i5,Intel,0,0,,256,125.36742798669837
Lenovo,Gaming,8,Other,2.4,Intel Core i5,Nvidia,0,1,,128,141.21199808219862
HP,Gaming,8,Windows,3.35,Intel Core i5,Nvidia,0,1,,128,127.33567457123111
HP,Notebook,8,Windows,2.04,Intel Core i7,Intel,0,0,,,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.8,Intel Core i7,Nvidia,1,1,,512,157.3505121487356
Asus,Notebook,4,Windows,1.5,Other Intel Processor,Intel,0,0,,,111.93520355955211
HP,Ultrabook,8,Windows,1.84,Intel Core i7,Intel,0,0,,256,141.21199808219862
Acer,Notebook,4,Windows,2.23,Intel Core i5,Nvidia,0,0,,,141.21199808219862
Lenovo,Notebook,16,Windows,2.5,Intel Core i7,AMD,0,0,,,141.21199808219862
HP,Workstation,8,Windows,3.0,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Dell,Notebook,8,Windows,2.5,Intel Core i5,AMD,0,0,,,100.45466986113651
MSI,Gaming,16,Windows,3.78,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
HP,Ultrabook,8,Windows,1.88,Intel Core i7,Intel,0,0,,256,141.21199808219862
Lenovo,2 in 1 Convertible,16,Windows,2.8,Intel Core i7,Intel,1,1,,512,209.8006828649808
MSI,Gaming,8,Windows,2.4,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
HP,2 in 1 Convertible,8,Windows,1.48,Intel Core i5,Intel,1,0,,256,165.6321180513006
HP,Workstation,8,Windows,2.59,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
HP,2 in 1 Convertible,8,Windows,1.48,Intel Core i7,Intel,1,0,,256,220.84282406840083
HP,Workstation,8,Windows,2.0,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Ultrabook,8,Windows,1.26,Intel Core i7,Intel,0,0,,256,176.23257360658386
Dell,Notebook,8,Windows,2.18,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Notebook,8,Windows,1.88,Intel Core i5,Intel,0,0,,256,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.27,Intel Core i7,Intel,1,1,,256,209.8006828649808
Lenovo,Notebook,4,Other,1.9,Intel Core i3,Intel,0,0,,,100.45466986113651
HP,Notebook,4,Windows,1.86,AMD,AMD,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Other,2.32,Intel Core i5,AMD,0,0,,,141.21199808219862
Dell,Gaming,8,Windows,2.62,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,8,Windows,2.04,Intel Core i5,Nvidia,1,1,,256,282.42399616439724
HP,Notebook,4,Windows,1.91,AMD,AMD,0,0,,256,141.21199808219862
MSI,Gaming,16,Windows,2.7,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Lenovo,Ultrabook,12,Windows,1.4,Intel Core i7,Intel,0,0,,512,157.3505121487356
Lenovo,Notebook,8,Windows,2.5,Intel Core i5,AMD,0,0,,,141.21199808219862
HP,2 in 1 Convertible,8,Windows,1.48,Intel Core i7,Intel,1,0,,512,220.84282406840083
Lenovo,Ultrabook,8,Windows,1.7,Intel Core i7,Intel,0,0,,256,157.3505121487356
MSI,Gaming,16,Windows,1.7,Intel Core i7,Nvidia,0,0,,256,157.3505121487356
HP,Gaming,8,Windows,2.62,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Lenovo,Notebook,8,Windows,2.2,Intel Core i3,Intel,0,0,,,100.45466986113651
HP,Notebook,4,Other,2.1,Intel Core i5,Intel,0,0,0,,100.45466986113651
Dell,Gaming,8,Windows,2.62,Intel Core i7,Nvidia,0,0,,128,282.42399616439724
Lenovo,Notebook,8,Windows,1.95,Intel Core i5,Intel,0,1,,256,141.21199808219862
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,Nvidia,0,0,,,141.21199808219862
HP,Notebook,2,Windows,1.44,Other Intel Processor,Intel,0,0,,,111.93520355955211
MSI,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,1,,,141.21199808219862
HP,Notebook,8,Windows,1.96,Intel Core i7,Intel,0,0,,256,141.21199808219862
HP,Notebook,16,Windows,2.1,Intel Core i7,Intel,0,0,,512,141.21199808219862
Asus,Notebook,4,Windows,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Other,2.1,Intel Core i5,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Other,2.2,Intel Core i7,Nvidia,0,0,,,141.21199808219862
