Company,TypeName,Inches,Ram,OpSys,Weight,TouchScreen,IPS,HD_4K,CPU_Brand,GPU_Brand,Memory_Type,CPU_Frequency,Length,Width,PPI
Lenovo,Ultrabook,12.5,8,Windows 10,0.832909122935104,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.177462845242346
Dell,Notebook,15.6,8,Windows 10,1.1052568313867783,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
Acer,Notebook,14.0,4,Chrome OS,0.8960880245566356,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.726814234417343
Asus,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,AMD,AMD,HDD,1.8,1366.0,768.0,4.619612096371975
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.9573188885088015
HP,2 in 1 Convertible,14.0,4,Windows 10,0.9669838461896731,1,1,1,Intel,Nvidia,SSD,2.4,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,0.8197798314933114,1,1,0,Intel,Intel,SSD,2.5,2560.0,1440.0,5.350913056059403
Asus,Ultrabook,13.3,8,Windows 10,0.7884573603642702,0,1,1,Intel,Intel,SSD,0.9,1920.0,1080.0,5.115788496573994
Toshiba,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.2,1366.0,768.0,4.619612096371975
HP,Notebook,14.0,8,Windows 10,0.9707789171582248,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
HP,Notebook,17.3,16,Windows 10,1.3609765531356006,0,1,1,Intel,Nvidia,HDD,1.8,1920.0,1080.0,4.854649288865456
HP,Notebook,14.0,4,Windows 10,0.9707789171582248,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.726814234417343
HP,Notebook,14.0,8,Windows 10,0.9082585601768908,0,0,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
Asus,Notebook,15.6,4,Windows 10,1.2947271675944,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Apple,Ultrabook,13.3,8,macOS,0.8628899551470398,0,1,0,Intel,Intel,SSD,2.3,2560.0,1600.0,5.429271085303593
Asus,Netbook,11.6,2,Windows 10,0.7419373447293773,0,0,0,Intel,Intel,Flash Storage,1.1,1366.0,768.0,4.913347375266901
Acer,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,0,AMD,AMD,SSD,2.7,1366.0,768.0,4.619612096371975
Samsung,Ultrabook,13.3,8,Windows 10,0.8372475245337022,1,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,15.6,6,Windows 10,1.2237754316221157,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.1568811967920856,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,0.832909122935104,1,1,1,Intel,Intel,SSD,2.2,3200.0,1800.0,5.624210736923218
Dell,Workstation,15.6,8,Windows 10,1.172482137234565,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.9573188885088015
Toshiba,Ultrabook,13.3,8,Windows 10,0.7884573603642702,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
HP,2 in 1 Convertible,13.3,8,Windows 10,0.8285518175661483,1,1,1,Intel,Intel,SSD,1.6,3840.0,2160.0,5.805930544237805
Lenovo,Notebook,15.6,6,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
HP,Gaming,15.6,12,Windows 10,1.2864740258376797,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Asus,Gaming,17.3,16,Windows 10,1.3609765531356006,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
HP,Workstation,15.6,8,Windows 7,1.2781522025001877,0,0,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,13.3,8,Windows 10,0.8415671856782186,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Dell,Ultrabook,12.5,16,Windows 10,0.7793248768009976,0,0,1,Intel,Intel,SSD,2.8,1920.0,1080.0,5.177462845242346
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,0,AMD,AMD,HDD,1.5,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,No OS,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Acer,Notebook,15.6,4,Windows 10,1.2237754316221157,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
Asus,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,AMD,AMD,HDD,2.2,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,16,Windows 10,1.2781522025001877,0,0,1,Intel,Nvidia,HDD,2.6,1920.0,1080.0,4.9573188885088015
Dell,Gaming,15.6,8,Windows 10,1.2864740258376797,0,0,1,Intel,Nvidia,Hybrid,2.8,3840.0,2160.0,5.646943996094081
Dell,Notebook,15.6,4,Linux,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,13.3,8,Windows 10,0.8754687373538999,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.8628899551470398,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
HP,Notebook,14.0,8,Windows 10,0.9669838461896731,0,0,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,5.064811007262561
Lenovo,Gaming,15.6,16,Windows 10,1.4350845252893227,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,16,Windows 7,0.7419373447293773,0,1,0,Intel,Intel,SSD,2.6,2560.0,1440.0,5.350913056059403
Asus,Gaming,17.3,16,No OS,1.6094379124341005,0,1,1,Intel,Nvidia,HDD,2.6,1920.0,1080.0,4.854649288865456
Dell,Gaming,15.6,8,Windows 10,1.2947271675944,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,0.7419373447293773,1,1,1,Intel,Intel,SSD,1.2,1920.0,1080.0,5.277846955928863
Lenovo,Notebook,15.6,4,Windows 10,1.0647107369924282,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.5644405465033646,0,0,1,Intel,Nvidia,Hybrid,2.7,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,8,Windows 10,1.3862943611198906,0,1,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,0.8671004876833833,1,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Dell,Gaming,15.6,16,Windows 10,1.2947271675944,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,16,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,SSD,2.9,1920.0,1080.0,4.9573188885088015
Dell,Gaming,17.3,16,Windows 10,1.6789639750827108,0,0,0,Intel,Nvidia,Hybrid,2.7,2560.0,1440.0,5.14038144505599
MSI,Gaming,17.3,16,Windows 10,1.33500106673234,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Asus,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,15.6,8,Windows 10,1.043804052173115,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,6,Windows 10,1.1600209167967532,0,0,0,Intel,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,8,Windows 10,1.2864740258376797,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Mediacom,Notebook,14.0,4,Windows 10,0.8960880245566356,0,1,1,Intel,Intel,SSD,1.1,1920.0,1080.0,5.064811007262561
Acer,Notebook,15.6,4,Linux,1.2237754316221157,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Acer,Ultrabook,13.3,8,Windows 10,0.7514160886839212,0,1,1,Intel,Intel,SSD,1.2,1920.0,1080.0,5.115788496573994
Asus,Gaming,17.3,16,Windows 10,1.4350845252893227,0,0,1,AMD,AMD,Hybrid,3.0,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,8,Windows 10,1.2119409739751128,0,0,1,Intel,AMD,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Acer,Notebook,15.6,4,Linux,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,16,Windows 10,1.118414915964289,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,Windows 7,1.199964782928397,0,0,1,Intel,AMD,Other,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,0,Intel,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.1505720275988207,0,1,1,Intel,Nvidia,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,2,Windows 10,0.883767540168595,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.726814234417343
Asus,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Asus,Notebook,15.6,8,Windows 10,1.2149127443642704,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Netbook,11.6,4,Windows 10,0.8754687373538999,1,0,0,Intel,Intel,SSD,1.6,1366.0,768.0,4.913347375266901
Dell,Notebook,15.6,8,Windows 10,1.1568811967920856,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.0,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,4,Windows 10,0.9707789171582248,0,0,0,Intel,Intel,SSD,2.5,1366.0,768.0,4.726814234417343
MSI,Gaming,17.3,8,Windows 10,1.3609765531356006,0,0,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,4,Chrome OS,1.1631508098056809,0,1,1,Intel,Intel,Flash Storage,1.5,1920.0,1080.0,4.9573188885088015
Dell,Gaming,15.6,8,Windows 10,1.2947271675944,0,0,1,Intel,Nvidia,Other,2.5,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,8,Windows 10,0.9669838461896731,0,0,1,Intel,Intel,HDD,1.6,1920.0,1080.0,5.064811007262561
Asus,Gaming,15.6,8,Windows 10,1.175573329804238,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Acer,Notebook,14.0,8,Windows 10,0.9162907318741552,0,1,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.064811007262561
HP,Notebook,14.0,8,Windows 10,0.9669838461896731,0,0,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.064811007262561
Dell,Ultrabook,13.3,8,Windows 10,0.883767540168595,1,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
Dell,Notebook,15.6,8,Windows 10,1.0986122886681098,0,0,1,Intel,Nvidia,Hybrid,2.7,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,12.5,4,Windows 7,0.9162907318741552,0,0,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.839193758526338
Asus,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,SSD,2.5,1366.0,768.0,4.619612096371975
MSI,Gaming,17.3,16,Windows 10,1.6370530794670737,0,0,1,Intel,Nvidia,Hybrid,2.7,1920.0,1080.0,4.854649288865456
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
Razer,Gaming,17.3,32,Windows 10,1.501852701754163,1,0,1,Intel,Nvidia,SSD,2.9,3840.0,2160.0,5.543892827299865
Asus,Notebook,15.6,8,Windows 10,0.9932517730102832,0,0,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,SSD,1.8,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.5644405465033646,0,1,1,Intel,Nvidia,Hybrid,2.7,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,4,Linux,1.1314021114911006,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.619612096371975
HP,Notebook,14.0,6,Windows 10,0.947789398933526,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,5.064811007262561
Asus,Notebook,15.6,8,Windows 10,1.095273387402595,0,0,1,Intel,Nvidia,HDD,2.5,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,14.0,8,Windows 10,0.8586616190375187,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
HP,Notebook,17.3,8,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,HDD,1.8,1920.0,1080.0,4.854649288865456
Toshiba,Notebook,15.6,8,Windows 10,1.0986122886681098,0,1,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,14.0,4,Windows 10,1.015230679729059,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.726814234417343
HP,Netbook,12.5,8,Windows 10,0.8153648132841945,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.177462845242346
Lenovo,Ultrabook,14.0,8,Windows 10,0.7561219797213337,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
HP,Notebook,13.3,8,Windows 10,0.8501509293696101,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,15.6,4,No OS,1.1631508098056809,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.619612096371975
Dell,Ultrabook,15.6,8,Windows 10,1.0647107369924282,0,0,1,Intel,AMD,HDD,1.6,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.0296194171811583,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Asus,Notebook,15.6,4,Linux,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,8,Windows 10,1.2864740258376797,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.9573188885088015
HP,Notebook,17.3,8,Windows 10,1.252762968495368,0,1,1,Intel,Nvidia,HDD,1.6,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,8,Linux,1.1631508098056809,0,0,1,Intel,AMD,HDD,1.6,1920.0,1080.0,4.9573188885088015
Apple,Ultrabook,13.3,8,macOS,0.8628899551470398,0,1,0,Intel,Intel,SSD,3.1,2560.0,1600.0,5.429271085303593
Acer,2 in 1 Convertible,11.6,4,Chrome OS,0.8109302162163288,1,1,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
HP,Notebook,14.0,8,Windows 10,1.0784095813505905,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.726814234417343
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,1,AMD,AMD,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,13.3,8,Linux,0.8020015854720274,1,0,1,Intel,Intel,SSD,2.4,3200.0,1800.0,5.624210736923218
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Intel,SSD,1.1,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.2325602611778486,0,1,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.854649288865456
Toshiba,Ultrabook,14.0,16,Windows 10,0.904218150639886,0,1,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,5.064811007262561
Toshiba,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
Toshiba,Notebook,13.3,4,Windows 10,0.7884573603642702,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,14.0,4,Windows 10,0.9932517730102832,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Asus,Gaming,15.6,8,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,12,Windows 10,1.1631508098056809,0,0,1,AMD,AMD,HDD,3.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,4,Windows 10,1.1969481893889715,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.726814234417343
Acer,Notebook,15.6,8,Windows 10,1.172482137234565,0,0,1,AMD,AMD,SSD,2.2,1920.0,1080.0,4.9573188885088015
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,AMD,AMD,SSD,3.0,1366.0,768.0,4.619612096371975
Lenovo,Ultrabook,14.0,12,Windows 7,0.8754687373538999,0,0,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,4,Windows 10,1.1151415906193205,0,0,1,Intel,Intel,HDD,1.6,1920.0,1080.0,4.9573188885088015
Asus,2 in 1 Convertible,12.5,4,Chrome OS,0.7884573603642702,1,0,1,Intel,Intel,Flash Storage,0.9,1920.0,1080.0,5.177462845242346
MSI,Gaming,17.3,8,Windows 10,1.308332819650179,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Lenovo,2 in 1 Convertible,10.1,4,Android,0.5247285289349821,1,1,0,Intel,Intel,Flash Storage,1.44,1920.0,1200.0,5.416872588785266
Dell,2 in 1 Convertible,17.3,16,Windows 10,1.3270750014599193,1,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.854649288865456
Dell,Ultrabook,13.3,8,Windows 10,0.832909122935104,0,0,1,Intel,Intel,SSD,2.5,3200.0,1800.0,5.624210736923218
Dell,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,Hybrid,1.6,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.0986122886681098,0,0,1,Intel,AMD,SSD,2.0,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,8,Windows 10,0.9932517730102832,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
HP,Workstation,15.6,8,Windows 10,1.2809338454620642,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,0,AMD,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
Lenovo,Gaming,15.6,8,No OS,1.2237754316221157,0,1,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
HP,2 in 1 Convertible,13.3,8,Windows 10,0.8285518175661483,1,1,1,Intel,Intel,SSD,1.8,3840.0,2160.0,5.805930544237805
Asus,Notebook,14.1,4,Windows 10,0.9745596399981308,0,0,0,Intel,Intel,Flash Storage,1.1,1366.0,768.0,4.719760012040914
Dell,Ultrabook,14.0,8,Windows 10,0.9162907318741552,1,0,0,Intel,Intel,SSD,2.6,2560.0,1440.0,5.350913056059403
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,14.0,16,Windows 10,0.7561219797213337,0,1,0,Intel,Intel,SSD,2.7,2560.0,1440.0,5.350913056059403
Acer,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,No OS,1.1939224684724346,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,8,Windows 10,0.9082585601768908,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Dell,Ultrabook,13.3,8,Windows 10,0.7975071958841881,1,1,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.7839015438284094,1,1,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,14.0,4,Windows 10,0.8919980393051105,0,0,0,Intel,Intel,Flash Storage,1.1,1366.0,768.0,4.726814234417343
Lenovo,Ultrabook,14.0,8,Windows 10,0.7561219797213337,0,1,1,Intel,Intel,Flash Storage,2.5,1920.0,1080.0,5.064811007262561
Dell,2 in 1 Convertible,13.3,16,Windows 10,0.7975071958841881,1,0,1,Intel,Intel,SSD,1.3,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,13.3,8,Windows 10,0.8919980393051105,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Dell,Notebook,14.0,4,Windows 10,1.015230679729059,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.726814234417343
Lenovo,Notebook,15.6,8,Windows 10,1.0818051703517284,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,14.0,8,Windows 10,0.8586616190375187,0,0,1,Intel,Intel,SSD,2.8,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,0,Intel,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
HP,Netbook,11.6,4,Chrome OS,0.8020015854720274,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Toshiba,Ultrabook,13.3,8,Windows 10,0.7884573603642702,0,0,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.777664699022989
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,4.9573188885088015
Dell,Gaming,15.6,16,Windows 10,1.6900958154515549,0,1,1,Intel,Nvidia,Hybrid,2.8,3840.0,2160.0,5.646943996094081
Lenovo,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,8,Windows 10,1.1939224684724346,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.1939224684724346,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
HP,Gaming,17.3,12,Windows 10,1.556037135706985,0,1,1,Intel,AMD,HDD,2.8,1920.0,1080.0,4.854649288865456
Lenovo,Gaming,15.6,8,Windows 10,1.2809338454620642,0,1,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,13.3,8,Windows 10,0.7701082216960736,1,0,1,Intel,Intel,SSD,1.1,3200.0,1800.0,5.624210736923218
HP,Ultrabook,13.3,16,Windows 10,0.832909122935104,0,1,1,Intel,Intel,SSD,2.7,3840.0,2160.0,5.805930544237805
Lenovo,Ultrabook,14.0,16,Windows 10,0.9932517730102832,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,4,Windows 10,1.1786549963416462,0,0,0,Intel,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,0.832909122935104,1,1,1,Intel,Intel,SSD,2.5,3200.0,1800.0,5.624210736923218
Asus,Ultrabook,12.5,16,Windows 10,0.6471032420585385,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.177462845242346
HP,Ultrabook,14.0,4,Windows 10,0.9082585601768908,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.8628899551470398,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Lenovo,Ultrabook,12.5,8,Windows 10,0.8586616190375187,0,1,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.177462845242346
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Intel,HDD,2.3,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,14.0,8,Windows 10,1.085189268335969,0,1,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,5.064811007262561
Acer,Notebook,15.6,4,Windows 10,1.172482137234565,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
Asus,Ultrabook,15.6,8,Windows 10,0.9932517730102832,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.7,1920.0,1080.0,4.9573188885088015
Dell,Gaming,15.6,16,Windows 10,1.501852701754163,0,0,1,Intel,Nvidia,Hybrid,2.9,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,4,Windows 10,1.1052568313867783,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.726814234417343
Acer,Notebook,15.6,4,Linux,1.2237754316221157,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Apple,Ultrabook,15.4,16,macOS,1.0402767116551463,0,1,0,Intel,AMD,SSD,2.9,2880.0,1800.0,5.400578892692495
Asus,Notebook,14.0,4,Windows 10 S,0.9745596399981308,0,0,0,AMD,AMD,SSD,1.5,1366.0,768.0,4.726814234417343
HP,Notebook,15.6,8,Windows 10,1.1969481893889715,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,4.9573188885088015
Dell,2 in 1 Convertible,15.6,12,Windows 10,1.1600209167967532,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.9573188885088015
